Average_Download_Speed,Maximum_Download_Speed,Postcode,Partial_Postcode,Town,District,County
119.9,200,BS10 5DL,BS10 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
60,200,BS10 5DX,BS10 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
60,200,BS10 5DX,BS10 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
60,200,BS10 5DX,BS10 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
60.2,152,BS10 5EL,BS10 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
78.2,150,BS10 5LG,BS10 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
78.2,150,BS10 5LG,BS10 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
62.7,200,BS10 5LZ,BS10 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
84.2,200,BS10 5NG,BS10 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
73.4,200,BS10 7AA,BS10 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
79.3,150,BS10 7AD,BS10 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
79.3,150,BS10 7AD,BS10 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
79.3,150,BS10 7AD,BS10 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
79.3,150,BS10 7AD,BS10 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
79.3,150,BS10 7AD,BS10 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
97.8,200,BS10 7AE,BS10 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
97.8,200,BS10 7AE,BS10 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
89.2,200,BS10 7DG,BS10 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
16.9,42.3,BS10 7FG,BS10 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
16.9,42.3,BS10 7FG,BS10 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
16.9,42.3,BS10 7FG,BS10 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
16.9,42.3,BS10 7FG,BS10 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
16.9,42.3,BS10 7FG,BS10 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
16.9,42.3,BS10 7FG,BS10 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
89,200,BS10 7QX,BS10 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
89,200,BS10 7QX,BS10 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
67.7,200,BS11 0BZ,BS11 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
54.2,200,BS11 0DE,BS11 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
44.2,200,BS11 0DJ,BS11 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
32.1,106.3,BS11 0FH,BS11 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
32.1,106.3,BS11 0FH,BS11 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
32.1,106.3,BS11 0FH,BS11 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
32.1,106.3,BS11 0FH,BS11 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
32.1,106.3,BS11 0FH,BS11 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
32.1,106.3,BS11 0FH,BS11 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
32.1,106.3,BS11 0FH,BS11 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
33.9,100,BS11 0QE,BS11 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
84.9,200,BS11 0RJ,BS11 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
20.8,70,BS11 0UT,BS11 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
20.8,70,BS11 0UT,BS11 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
20.8,70,BS11 0UT,BS11 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
66.6,152,BS11 9AH,BS11 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
66.6,152,BS11 9AH,BS11 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
66.6,152,BS11 9AH,BS11 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
66.6,152,BS11 9AH,BS11 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
22.9,50,BS11 9AQ,BS11 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
22.9,50,BS11 9AQ,BS11 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
22.9,50,BS11 9AQ,BS11 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
22.9,50,BS11 9AQ,BS11 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
54.1,200,BS11 9AR,BS11 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
54.1,200,BS11 9AR,BS11 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
54.1,200,BS11 9AR,BS11 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
54.1,200,BS11 9AR,BS11 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
77.8,200,BS11 9AS,BS11 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
77.8,200,BS11 9AS,BS11 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
77.8,200,BS11 9AS,BS11 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
15.1,80,BS11 9DB,BS11 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
101.5,200,BS11 9EU,BS11 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
19.7,22.6,BS11 9FP,BS11 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
19.7,22.6,BS11 9FP,BS11 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
17.8,55,BS11 9HS,BS11 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
17.8,55,BS11 9HS,BS11 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
17.8,55,BS11 9HS,BS11 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
7.4,40,BS11 9QB,BS11 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
7.4,40,BS11 9QB,BS11 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
7.4,40,BS11 9QB,BS11 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
7.4,40,BS11 9QB,BS11 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
7.4,40,BS11 9QB,BS11 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
7.4,40,BS11 9QB,BS11 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
7.4,40,BS11 9QB,BS11 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
7.4,40,BS11 9QB,BS11 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
7.4,40,BS11 9QB,BS11 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
7.4,40,BS11 9QB,BS11 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
91.6,200,BS11 9SA,BS11 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
91.6,200,BS11 9SA,BS11 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
91.6,200,BS11 9SA,BS11 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
100.3,200,BS11 9TN,BS11 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
100.3,200,BS11 9TN,BS11 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
100.3,200,BS11 9TN,BS11 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
77.5,200,BS11 9TX,BS11 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
77.5,200,BS11 9TX,BS11 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
77.5,200,BS11 9TX,BS11 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
77.5,200,BS11 9TX,BS11 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
77.5,200,BS11 9TX,BS11 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
77.5,200,BS11 9TX,BS11 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
77.5,200,BS11 9TX,BS11 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
40.2,100,BS13 7SP,BS13 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
40.2,100,BS13 7SP,BS13 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
40.2,100,BS13 7SP,BS13 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
22.1,24,BS13 7SR,BS13 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
22.1,24,BS13 7SR,BS13 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
16.9,22.5,BS13 7TT,BS13 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
22.6,67.4,BS13 8BT,BS13 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
16.1,40,BS13 8EX,BS13 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
16.1,40,BS13 8EX,BS13 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
16.1,40,BS13 8EX,BS13 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
16.1,40,BS13 8EX,BS13 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
68,200,BS13 8JL,BS13 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
84.4,200,BS13 8JY,BS13 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
84.4,200,BS13 8JY,BS13 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
84.4,200,BS13 8JY,BS13 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
84.4,200,BS13 8JY,BS13 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
71.5,200,BS13 8LD,BS13 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
32.9,100,BS13 8PG,BS13 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
32.9,100,BS13 8PG,BS13 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
32.9,100,BS13 8PG,BS13 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
32.9,100,BS13 8PG,BS13 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
32.9,100,BS13 8PG,BS13 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
32.9,100,BS13 8PG,BS13 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
32.9,100,BS13 8PG,BS13 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
32.9,100,BS13 8PG,BS13 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
15.8,20.8,BS14 0BB,BS14 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
15.8,20.8,BS14 0BB,BS14 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
15.8,20.8,BS14 0BB,BS14 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
18.5,20.2,BS14 0BN,BS14 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
18.5,20.2,BS14 0BN,BS14 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
36.1,100,BS14 0TA,BS14 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
94.6,200,BS15 1LY,BS15 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
94.6,200,BS15 1LY,BS15 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
10.5,15.7,BS15 1PB,BS15 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
10.5,15.7,BS15 1PB,BS15 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
10.5,15.7,BS15 1PB,BS15 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
10.5,15.7,BS15 1PB,BS15 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
10.5,15.7,BS15 1PB,BS15 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
10.5,15.7,BS15 1PB,BS15 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
10.5,15.7,BS15 1PB,BS15 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
10.5,15.7,BS15 1PB,BS15 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
29.7,80,BS15 1TB,BS15 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
29.7,80,BS15 1TB,BS15 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
29.7,80,BS15 1TB,BS15 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
29.7,80,BS15 1TB,BS15 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
29.7,80,BS15 1TB,BS15 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
29.7,80,BS15 1TB,BS15 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
29.7,80,BS15 1TB,BS15 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
29.7,80,BS15 1TB,BS15 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
29.7,80,BS15 1TB,BS15 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
29.7,80,BS15 1TB,BS15 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
64.7,200,BS15 8AF,BS15 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
66.7,200,BS15 8AZ,BS15 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
66.7,200,BS15 8AZ,BS15 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
66.7,200,BS15 8AZ,BS15 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
96.3,300,BS15 8BA,BS15 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
65,200,BS15 8EE,BS15 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
7.1,10.2,BS1 5AL,BS1 5,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
56.6,200,BS16 1DT,BS16 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
56.6,200,BS16 1DT,BS16 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
56.6,200,BS16 1DT,BS16 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
19.4,24,BS16 2BQ,BS16 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
19.4,24,BS16 2BQ,BS16 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
19.4,24,BS16 2BQ,BS16 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
19.4,24,BS16 2BQ,BS16 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
19.4,24,BS16 2BQ,BS16 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
51,150,BS16 2EN,BS16 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
51,150,BS16 2EN,BS16 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
51,150,BS16 2EN,BS16 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
51,150,BS16 2EN,BS16 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
51,150,BS16 2EN,BS16 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
97.9,200,BS16 2HJ,BS16 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
97.9,200,BS16 2HJ,BS16 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
97.9,200,BS16 2HJ,BS16 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
65.6,200,BS16 2HN,BS16 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
65.6,200,BS16 2HN,BS16 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
65.6,200,BS16 2HN,BS16 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
65.6,200,BS16 2HN,BS16 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
65.6,200,BS16 2HN,BS16 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
65.6,200,BS16 2HN,BS16 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
65.6,200,BS16 2HN,BS16 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
65.6,200,BS16 2HN,BS16 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
65.6,200,BS16 2HN,BS16 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
65.6,200,BS16 2HN,BS16 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
60.5,106.3,BS16 2HX,BS16 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
60.5,106.3,BS16 2HX,BS16 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
60.5,106.3,BS16 2HX,BS16 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
60.5,106.3,BS16 2HX,BS16 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
60.5,106.3,BS16 2HX,BS16 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
60.5,106.3,BS16 2HX,BS16 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
60.5,106.3,BS16 2HX,BS16 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
60.5,106.3,BS16 2HX,BS16 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
60.5,106.3,BS16 2HX,BS16 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
60.5,106.3,BS16 2HX,BS16 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
60.5,106.3,BS16 2HX,BS16 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
60.5,106.3,BS16 2HX,BS16 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
61.4,200,BS16 3AA,BS16 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
61.4,200,BS16 3AA,BS16 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
46,80,BS16 3AH,BS16 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
46,80,BS16 3AH,BS16 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
46,80,BS16 3AH,BS16 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
17.3,20.8,BS16 3AT,BS16 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
17.3,20.8,BS16 3AT,BS16 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
27.3,200,BS16 3BG,BS16 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
27.3,200,BS16 3BG,BS16 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
27.3,200,BS16 3BG,BS16 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
27.3,200,BS16 3BG,BS16 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
27.3,200,BS16 3BG,BS16 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
14.3,23.7,BS16 3BS,BS16 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
76.6,200,BS16 3DU,BS16 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
76.6,200,BS16 3DU,BS16 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
53.1,200,BS16 3DW,BS16 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
53.1,200,BS16 3DW,BS16 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
53.1,200,BS16 3DW,BS16 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
53.1,200,BS16 3DW,BS16 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
53.1,200,BS16 3DW,BS16 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
53.1,200,BS16 3DW,BS16 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
19.6,53,BS16 3HQ,BS16 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
19.6,53,BS16 3HQ,BS16 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
22.6,50.1,BS16 3TT,BS16 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
22.6,50.1,BS16 3TT,BS16 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
76.6,300,BS16 3UA,BS16 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
76.6,300,BS16 3UA,BS16 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
54,106.3,BS16 3UH,BS16 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
79.4,200,BS16 3UN,BS16 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
79.4,200,BS16 3UN,BS16 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
87.8,200,BS16 3XB,BS16 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
59.8,200,BS16 3XL,BS16 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
69.9,100,BS16 5BD,BS16 ,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
71.7,200,BS1 6DD,BS1 6,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
71.7,200,BS1 6DD,BS1 6,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
71.7,200,BS1 6DD,BS1 6,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
64.6,200,BS1 6FF,BS1 6,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
64.6,200,BS1 6FF,BS1 6,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
54.2,152,BS1 6FH,BS1 6,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
54.2,152,BS1 6FH,BS1 6,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
54.2,152,BS1 6FH,BS1 6,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
54.2,152,BS1 6FH,BS1 6,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
54.2,152,BS1 6FH,BS1 6,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
17.8,80,BS1 6HL,BS1 6,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
17.8,80,BS1 6HL,BS1 6,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
17.8,80,BS1 6HL,BS1 6,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
17.8,80,BS1 6HL,BS1 6,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
15.9,21.8,BS1 6LA,BS1 6,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
15.9,21.8,BS1 6LA,BS1 6,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
15.9,21.8,BS1 6LA,BS1 6,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
15.9,21.8,BS1 6LA,BS1 6,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
15.9,21.8,BS1 6LA,BS1 6,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
14.3,23,BS1 6LB,BS1 6,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
14.3,23,BS1 6LB,BS1 6,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
14.3,23,BS1 6LB,BS1 6,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
14.3,23,BS1 6LB,BS1 6,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
42.3,106.3,BS2 0BW,BS2 0,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
55.2,106.3,BS2 0BX,BS2 0,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
55.2,106.3,BS2 0BX,BS2 0,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
55.2,106.3,BS2 0BX,BS2 0,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
40.1,100,BS2 0BZ,BS2 0,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
40.1,100,BS2 0BZ,BS2 0,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
48.6,152,BS2 0DF,BS2 0,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
48.6,152,BS2 0DF,BS2 0,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
48.6,152,BS2 0DF,BS2 0,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
48.6,152,BS2 0DF,BS2 0,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
48.6,152,BS2 0DF,BS2 0,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
48.6,152,BS2 0DF,BS2 0,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
48.6,152,BS2 0DF,BS2 0,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
48.6,152,BS2 0DF,BS2 0,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
48.6,152,BS2 0DF,BS2 0,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
48.6,152,BS2 0DF,BS2 0,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
48.6,152,BS2 0DF,BS2 0,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
48.6,152,BS2 0DF,BS2 0,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
48.6,152,BS2 0DF,BS2 0,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
48.6,152,BS2 0DF,BS2 0,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
16.9,22.1,BS2 0JB,BS2 0,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
16.9,22.1,BS2 0JB,BS2 0,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
16.9,22.1,BS2 0JB,BS2 0,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
16.9,22.1,BS2 0JB,BS2 0,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
16.9,22.1,BS2 0JB,BS2 0,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
52.1,200,BS2 0JT,BS2 0,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
52.1,200,BS2 0JT,BS2 0,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
52.1,200,BS2 0JT,BS2 0,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
16.5,70.9,BS2 0NR,BS2 0,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
16.5,70.9,BS2 0NR,BS2 0,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
17,20.6,BS2 0QF,BS2 0,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
17.5,23.4,BS2 0XA,BS2 0,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
25.1,55,BS2 0XS,BS2 0,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
